"customerkey","geographykey","customeralternatekey","title","fullname","birthdate","maritalstatus","gender","yearlyincome","totalchildren","numberchildrenathome","englisheducation","spanisheducation","frencheducation","englishoccupation","numbercarsowned","addressline1","addressline2","phone","datefirstpurchase","commutedistance"
19793,8,"AW00019793",NULL,"Tina Smith","1962-11-19","S","F","70000.00",2,0,"High School","Educación secundaria","Bac + 2","Professional",2,"7546 Woodside Court",NULL,"1 (11) 500 555-0187","2020-09-17","5-10 Miles"
19794,28,"AW00019794",NULL,"Danny Ortega","1968-11-08","S","M","70000.00",2,0,"High School","Educación secundaria","Bac + 2","Professional",2,"7428 Donegal Court",NULL,"1 (11) 500 555-0126","2020-08-31","5-10 Miles"
19795,40,"AW00019795",NULL,"Casey Navarro","1963-07-13","M","M","100000.00",1,1,"Bachelors","Licenciatura","Bac + 4","Management",3,"1426 Waterfall Way",NULL,"1 (11) 500 555-0124","2020-09-04","0-1 Miles"
19796,4,"AW00019796",NULL,"Marshall Xie","1964-05-12","S","M","120000.00",5,1,"Bachelors","Licenciatura","Bac + 4","Management",4,"7665 Terrace Road",NULL,"1 (11) 500 555-0179","2022-02-25","2-5 Miles"
19797,36,"AW00019797",NULL,"Clarence Liu","1964-05-23","S","M","130000.00",0,0,"Graduate Degree","Estudios de postgrado","Bac + 3","Management",3,"1726 Chestnut",NULL,"1 (11) 500 555-0118","2020-09-10","0-1 Miles"
19798,12,"AW00019798",NULL,"Bianca Ma","1970-05-06","M","F","110000.00",4,1,"Bachelors","Licenciatura","Bac + 4","Management",4,"3165 Willowwood Ct.","Apt 213","1 (11) 500 555-0118","2022-02-24","2-5 Miles"
19799,385,"AW00019799",NULL,"Austin Taylor","1978-12-15","S","M","80000.00",0,0,"Bachelors","Licenciatura","Bac + 4","Management",1,"637 Lindsey Court",NULL,"621-555-0135","2022-10-06","2-5 Miles"
19802,56,"AW00019802",NULL,"Sara James","1980-01-10","S","F","30000.00",0,0,"High School","Educación secundaria","Bac + 2","Professional",2,"546 Leonard Ct",NULL,"142-555-0175","2020-01-27","1-2 Miles"
19803,611,"AW00019803",NULL,"Jermaine Mehta","1985-10-04","S","M","30000.00",0,0,"Partial High School","Educación secundaria (en curso)","Niveau bac","Skilled Manual",2,"4442 Carlos Dr.",NULL,"197-555-0160","2022-10-24","1-2 Miles"
19804,539,"AW00019804",NULL,"Cameron Foster","1985-08-13","S","M","60000.00",0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional",2,"4128 Stanford Way",NULL,"120-555-0136","2022-08-01","5-10 Miles"
19805,301,"AW00019805",NULL,"Mariah Butler","1985-08-02","S","F","60000.00",0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional",2,"9601 Rainier Dr",NULL,"364-555-0160","2022-06-23","5-10 Miles"
19806,302,"AW00019806",NULL,"Nancy Perez","1979-08-22","S","F","60000.00",0,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional",2,"9791 Harvard Court",NULL,"737-555-0153","2022-08-26","5-10 Miles"
19807,15,"AW00019807",NULL,"Shannon Zhao","1964-10-21","M","F","110000.00",1,2,"Bachelors","Licenciatura","Bac + 4","Management",1,"1415 Edwards Ave",NULL,"1 (11) 500 555-0193","2022-08-05","2-5 Miles"
19808,326,"AW00019808",NULL,"Brooke Kelly","1971-07-26","M","F","130000.00",0,1,"Graduate Degree","Estudios de postgrado","Bac + 3","Management",3,"890 Breck Court",NULL,"466-555-0171","2022-08-19","0-1 Miles"
19809,335,"AW00019809",NULL,"Eric Sharma","1977-10-20","M","M","130000.00",0,1,"Graduate Degree","Estudios de postgrado","Bac + 3","Management",3,"2119 Little Dr",NULL,"695-555-0124","2022-04-22","1-2 Miles"
19810,369,"AW00019810",NULL,"Oscar Long","1963-04-14","S","M","60000.00",2,0,"High School","Educación secundaria","Bac + 2","Professional",2,"950 Norman Ave.",NULL,"602-555-0169","2022-11-11","5-10 Miles"
19811,552,"AW00019811",NULL,"Evan Allen","1963-04-21","M","M","60000.00",2,0,"High School","Educación secundaria","Bac + 2","Professional",2,"1940 Detroit Ave.",NULL,"757-555-0188","2022-08-19","5-10 Miles"
19812,312,"AW00019812",NULL,"Sydney Morgan","1968-08-13","S","F","70000.00",2,1,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional",0,"3538 Esperanza Drive",NULL,"187-555-0175","2022-08-27","5-10 Miles"
19813,618,"AW00019813",NULL,"Rebecca Perez","1962-07-16","M","F","80000.00",2,1,"Bachelors","Licenciatura","Bac + 4","Management",0,"7529 Potomac Drive",NULL,"333-555-0157","2022-08-24","0-1 Miles"
19814,302,"AW00019814",NULL,"Blake Washington","1962-08-12","M","M","80000.00",2,1,"Bachelors","Licenciatura","Bac + 4","Management",1,"4324 Freedom Ct.",NULL,"763-555-0126","2022-08-03","2-5 Miles"
19815,638,"AW00019815",NULL,"Christian Thompson","1962-10-06","M","M","80000.00",2,1,"Bachelors","Licenciatura","Bac + 4","Management",1,"5637 Boyd Road",NULL,"237-555-0184","2022-09-22","2-5 Miles"
19816,536,"AW00019816",NULL,"Lucas Brown","1968-11-15","M","M","90000.00",2,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional",1,"3396 El Dorado Way",NULL,"875-555-0124","2022-09-11","5-10 Miles"
19817,51,"AW00019817",NULL,"Morgan Flores","1967-08-05","S","F","60000.00",2,0,"High School","Educación secundaria","Bac + 2","Professional",2,"9809 Cardinet Drive",NULL,"607-555-0156","2022-02-25","5-10 Miles"
19818,326,"AW00019818",NULL,"Brianna Anderson","1961-07-17","M","F","60000.00",2,0,"High School","Educación secundaria","Bac + 2","Professional",2,"917 Mark Twain Dr.",NULL,"394-555-0134","2022-08-17","5-10 Miles"
19819,343,"AW00019819",NULL,"Andrew Brown","1961-11-09","M","M","60000.00",2,0,"High School","Educación secundaria","Bac + 2","Professional",2,"4350 Mota Dr.",NULL,"987-555-0117","2022-10-24","5-10 Miles"
19820,336,"AW00019820",NULL,"Alexandra Coleman","1961-08-31","M","F","60000.00",2,0,"High School","Educación secundaria","Bac + 2","Professional",2,"3469 Fish Ct.",NULL,"621-555-0199","2022-04-19","1-2 Miles"
19821,300,"AW00019821",NULL,"Tabitha Vazquez","1972-12-08","M","F","70000.00",3,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional",2,"1133 Fillet Ave",NULL,"627-555-0117","2022-09-24","5-10 Miles"
19822,51,"AW00019822",NULL,"Carlos Adams","1976-01-24","M","M","90000.00",4,4,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional",3,"2079 Mountaire Pkwy.",NULL,"167-555-0143","2022-06-29","2-5 Miles"
19823,60,"AW00019823",NULL,"Abigail Foster","1971-04-26","M","F","90000.00",4,4,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional",3,"4665 Military Way E.",NULL,"897-555-0167","2022-12-03","2-5 Miles"
19824,609,"AW00019824",NULL,"Jordan Perry","1970-11-13","S","M","90000.00",5,5,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional",3,"9287 Pecan Pl",NULL,"562-555-0196","2022-09-07","2-5 Miles"
19825,311,"AW00019825",NULL,"Gilbert Ferrier","1970-08-13","M","M","120000.00",2,2,"Bachelors","Licenciatura","Bac + 4","Management",4,"3624 Garland Drive",NULL,"345-555-0149","2022-06-16","2-5 Miles"
19826,41,"AW00019826",NULL,"Clarence Zhao","1975-08-02","S","M","80000.00",4,3,"Bachelors","Licenciatura","Bac + 4","Management",0,"4900 La Salle St.",NULL,"968-555-0116","2022-02-11","2-5 Miles"
19827,53,"AW00019827",NULL,"Justin Smith","1975-03-08","M","M","80000.00",4,3,"Bachelors","Licenciatura","Bac + 4","Management",0,"623 Davis Ave.",NULL,"617-555-0179","2022-08-02","0-1 Miles"
19828,62,"AW00019828",NULL,"Madison Wilson","1969-07-05","M","F","80000.00",4,3,"Bachelors","Licenciatura","Bac + 4","Management",0,"3017 Buskirk Ave.",NULL,"793-555-0191","2022-08-19","2-5 Miles"
19829,62,"AW00019829",NULL,"Lucas Mitchell","1969-03-02","S","M","60000.00",3,2,"Graduate Degree","Estudios de postgrado","Bac + 3","Professional",0,"3450 Villageoaks Dr.",NULL,"491-555-0164","2020-02-28","0-1 Miles"
19830,51,"AW00019830",NULL,"Gabrielle Long","1973-12-20","S","F","70000.00",1,0,"Bachelors","Licenciatura","Bac + 4","Professional",1,"9818 Frisbie Court",NULL,"328-555-0139","2020-02-19","2-5 Miles"
19862,63,"AW00019862",NULL,"Emily Harris","1954-02-07","M","F","40000.00",2,1,"High School","Educación secundaria","Bac + 2","Professional",2,"4203 Windmill Way",NULL,"141-555-0154","2022-04-28","2-5 Miles"
19831,358,"AW00019831",NULL,"Charles Green","1968-02-20","M","M","70000.00",1,0,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Skilled Manual",1,"6090 San Francisco",NULL,"118-555-0181","2022-09-11","0-1 Miles"
19832,307,"AW00019832",NULL,"Sheila Hernandez","1978-05-21","M","F","40000.00",4,3,"High School","Educación secundaria","Bac + 2","Skilled Manual",3,"2100 Grant Street",NULL,"202-555-0187","2022-12-17","5-10 Miles"
19833,539,"AW00019833",NULL,"Michelle Kelly","1947-08-22","M","F","50000.00",4,0,"Bachelors","Licenciatura","Bac + 4","Management",2,"1104 Colton Ln",NULL,"763-555-0131","2022-04-12","10+ Miles"
19835,545,"AW00019835",NULL,"Jordan Allen","1947-07-09","M","F","60000.00",3,0,"Graduate Degree","Estudios de postgrado","Bac + 3","Management",2,"2553 Croyden Dr.",NULL,"461-555-0187","2022-12-17","10+ Miles"
19836,51,"AW00019836",NULL,"Kevin Jai","1948-02-02","M","M","60000.00",3,0,"Graduate Degree","Estudios de postgrado","Bac + 3","Management",2,"5087 Pastime Drive",NULL,"861-555-0126","2022-03-18","1-2 Miles"
19837,299,"AW00019837",NULL,"Philip Jimenez","1958-09-04","M","M","70000.00",5,0,"Bachelors","Licenciatura","Bac + 4","Management",2,"2059 Brookdale Dr",NULL,"842-555-0128","2022-09-20","10+ Miles"
19838,552,"AW00019838",NULL,"Jared Ramirez","1948-04-16","M","M","70000.00",5,0,"Bachelors","Licenciatura","Bac + 4","Management",2,"3978 Spring Hill Dr.",NULL,"979-555-0180","2022-09-03","10+ Miles"
19839,41,"AW00019839",NULL,"Carly Yuan","1949-01-19","M","F","60000.00",3,0,"Graduate Degree","Estudios de postgrado","Bac + 3","Management",2,"5831 Mountain View Place",NULL,"938-555-0142","2022-04-16","1-2 Miles"
19840,329,"AW00019840",NULL,"Jessica James","1949-03-10","M","F","60000.00",4,0,"Graduate Degree","Estudios de postgrado","Bac + 3","Management",2,"9770 Fraga Court","#91","983-555-0126","2022-12-28","10+ Miles"
19841,316,"AW00019841",NULL,"Alexandria Jenkins","1954-09-30","M","F","70000.00",5,0,"Bachelors","Licenciatura","Bac + 4","Management",2,"3274 Reading Dr",NULL,"741-555-0112","2022-09-20","1-2 Miles"
19842,611,"AW00019842",NULL,"Katherine Phillips","1948-10-29","M","F","70000.00",5,0,"Bachelors","Licenciatura","Bac + 4","Management",2,"6414 Honey Court",NULL,"998-555-0115","2022-10-28","10+ Miles"
19843,326,"AW00019843",NULL,"Connor Kumar","1954-06-16","S","M","70000.00",5,0,"Bachelors","Licenciatura","Bac + 4","Management",2,"1855 Rio Blanco Drive",NULL,"652-555-0150","2022-10-05","10+ Miles"
19844,59,"AW00019844",NULL,"Emma Murphy","1949-03-02","M","F","70000.00",5,0,"Bachelors","Licenciatura","Bac + 4","Management",2,"3754 Alray Drive",NULL,"831-555-0134","2020-04-14","1-2 Miles"
19845,648,"AW00019845",NULL,"Fernando Hernandez","1948-08-07","M","M","70000.00",5,0,"Bachelors","Licenciatura","Bac + 4","Management",2,"1156 Corte Poquito",NULL,"207-555-0132","2022-10-11","10+ Miles"
19846,548,"AW00019846",NULL,"Seth Patterson","1949-04-20","M","M","70000.00",5,0,"Bachelors","Licenciatura","Bac + 4","Management",2,"2093 Frayne Ct.",NULL,"652-555-0172","2022-10-03","10+ Miles"
19847,49,"AW00019847",NULL,"Brendan Anand","1948-08-25","S","M","70000.00",5,0,"Bachelors","Licenciatura","Bac + 4","Management",2,"769 Algiers Drive",NULL,"744-555-0142","2022-11-16","10+ Miles"
19848,611,"AW00019848",NULL,"Bryant Malhotra","1948-08-12","M","M","80000.00",5,0,"Bachelors","Licenciatura","Bac + 4","Management",2,"1362 Somerset Place",NULL,"405-555-0129","2022-12-20","5-10 Miles"
19849,298,"AW00019849",NULL,"Jorge Wu","1955-04-12","M","M","40000.00",4,0,"High School","Educación secundaria","Bac + 2","Professional",2,"4732 Mt. Hood Circle",NULL,"276-555-0137","2022-04-23","10+ Miles"
19850,338,"AW00019850",NULL,"Jeremiah Hill","1950-01-14","M","M","40000.00",4,0,"High School","Educación secundaria","Bac + 2","Professional",2,"2354 Frame Ln.",NULL,"452-555-0170","2022-12-23","1-2 Miles"
19851,301,"AW00019851",NULL,"Louis Pal","1950-12-02","S","M","70000.00",4,0,"Bachelors","Licenciatura","Bac + 4","Management",2,"3752 San Ramon Valley Blvd.",NULL,"277-555-0119","2022-06-02","10+ Miles"
19852,626,"AW00019852",NULL,"Eric Carter","1951-04-22","S","M","70000.00",5,0,"Bachelors","Licenciatura","Bac + 4","Management",2,"3409 Meadowbrook Court",NULL,"556-555-0163","2022-03-17","10+ Miles"
19853,305,"AW00019853",NULL,"Ricky Ramos","1957-08-09","M","M","70000.00",5,0,"Bachelors","Licenciatura","Bac + 4","Management",3,"2141 Pepperridge Way",NULL,"905-555-0186","2022-10-11","2-5 Miles"
19854,347,"AW00019854",NULL,"Katherine Hall","1952-04-15","S","F","70000.00",5,0,"Bachelors","Licenciatura","Bac + 4","Management",3,"2386 Juniper Drive",NULL,"419-555-0137","2022-10-01","10+ Miles"
19855,60,"AW00019855",NULL,"John Smith","1957-02-22","M","M","70000.00",5,0,"Bachelors","Licenciatura","Bac + 4","Management",3,"9869 Fall Creek",NULL,"835-555-0141","2020-05-21","2-5 Miles"
19856,301,"AW00019856",NULL,"Tammy Madan","1951-12-14","M","F","60000.00",4,0,"Bachelors","Licenciatura","Bac + 4","Management",2,"7421 Palisade Court",NULL,"875-555-0133","2022-05-31","2-5 Miles"
19857,368,"AW00019857",NULL,"Megan Rogers","1952-03-12","S","F","60000.00",4,0,"Bachelors","Licenciatura","Bac + 4","Management",2,"9006 Woodside Way",NULL,"496-555-0117","2022-04-22","10+ Miles"
19858,548,"AW00019858",NULL,"Jenna Collins","1952-04-21","M","F","60000.00",4,0,"Bachelors","Licenciatura","Bac + 4","Management",2,"8600 Camelot Court",NULL,"229-555-0196","2022-12-03","10+ Miles"
19859,302,"AW00019859",NULL,"Lisa Zhao","1952-01-08","M","F","60000.00",4,0,"Bachelors","Licenciatura","Bac + 4","Management",2,"491 Cali",NULL,"432-555-0153","2022-05-19","10+ Miles"
19860,607,"AW00019860",NULL,"Sara Young","1953-04-11","S","F","70000.00",2,1,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional",1,"5793 St. Helena Drive",NULL,"729-555-0182","2022-02-26","10+ Miles"
19861,542,"AW00019861",NULL,"Caroline Perry","1953-03-03","M","F","70000.00",2,1,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional",1,"8325 Newcastle Rd",NULL,"125-555-0159","2022-06-12","2-5 Miles"
19863,612,"AW00019863",NULL,"Paige Powell","1954-03-13","M","F","60000.00",2,1,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional",1,"3399 Climbing Dr",NULL,"868-555-0111","2023-01-07","10+ Miles"
19864,547,"AW00019864",NULL,"Isaiah Brooks","1954-06-16","M","M","60000.00",2,1,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional",1,"9353 Creekside Dr.",NULL,"886-555-0188","2022-07-01","10+ Miles"
19865,553,"AW00019865",NULL,"Hailey Butler","1953-08-04","M","F","60000.00",2,1,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional",2,"3936 Cleveland Rd.",NULL,"783-555-0174","2022-04-04","2-5 Miles"
19866,307,"AW00019866",NULL,"Martin Patel","1953-12-15","M","M","60000.00",2,1,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional",2,"5728 Benedict Ct.",NULL,"995-555-0197","2022-09-28","10+ Miles"
19867,307,"AW00019867",NULL,"Juan Sanchez","1954-06-19","M","M","60000.00",2,1,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional",2,"1084 Meadow Glen Way",NULL,"890-555-0159","2022-04-29","2-5 Miles"
19868,345,"AW00019868",NULL,"Kyle Jenkins","1954-06-23","S","M","60000.00",2,1,"Bachelors","Licenciatura","Bac + 4","Management",0,"4798 Macaroon Drive",NULL,"458-555-0162","2022-10-27","10+ Miles"
19869,383,"AW00019869",NULL,"Carol Brooks","1953-11-18","M","F","70000.00",4,1,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional",2,"3326 Indianhead Ct.",NULL,"322-555-0180","2022-10-12","1-2 Miles"
19870,54,"AW00019870",NULL,"James Martin","1960-10-13","M","M","40000.00",2,1,"Partial High School","Educación secundaria (en curso)","Niveau bac","Skilled Manual",2,"9996 Solano Drive",NULL,"627-555-0119","2022-03-29","10+ Miles"
19871,638,"AW00019871",NULL,"Bryce Rivera","1960-03-13","S","M","60000.00",2,1,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional",2,"5086 Rampo Ct.",NULL,"874-555-0150","2022-08-25","10+ Miles"
19872,49,"AW00019872",NULL,"Faith Foster","1966-09-19","M","F","40000.00",2,1,"Partial High School","Educación secundaria (en curso)","Niveau bac","Skilled Manual",2,"2076 Westover Dr",NULL,"201-555-0197","2023-01-17","2-5 Miles"
19873,58,"AW00019873",NULL,"Dylan Thomas","1956-01-31","S","M","40000.00",2,1,"Partial High School","Educación secundaria (en curso)","Niveau bac","Skilled Manual",2,"4225 Almond Drive",NULL,"200-555-0184","2022-04-07","10+ Miles"
19874,70,"AW00019874",NULL,"Sara Rogers","1966-09-19","M","F","40000.00",2,1,"Partial High School","Educación secundaria (en curso)","Niveau bac","Skilled Manual",3,"2061 Normal Ave.",NULL,"120-555-0113","2020-06-07","10+ Miles"
19875,611,"AW00019875",NULL,"Patrick James","1955-11-16","M","M","60000.00",2,1,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional",2,"6872 Jimno Ave.",NULL,"199-555-0131","2022-04-24","2-5 Miles"
19876,302,"AW00019876",NULL,"Nathan Edwards","1955-12-11","M","M","60000.00",2,1,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional",1,"6050 Camino Ricardo",NULL,"463-555-0137","2022-07-01","2-5 Miles"
19877,307,"AW00019877",NULL,"Steve Zheng","1961-04-19","M","M","60000.00",2,1,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional",1,"525 Sea Point Way",NULL,"183-555-0122","2022-09-03","2-5 Miles"
19878,331,"AW00019878",NULL,"Morgan Jackson","1956-01-24","M","F","70000.00",4,2,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional",1,"6102 Lakeview Place",NULL,"296-555-0186","2022-12-08","1-2 Miles"
19879,335,"AW00019879",NULL,"Ian Green","1955-11-14","M","M","70000.00",4,2,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional",1,"7922 Rancho View Drive",NULL,"183-555-0146","2022-03-04","1-2 Miles"
19880,348,"AW00019880",NULL,"Emma Bennett","1955-11-13","M","F","70000.00",4,2,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional",1,"2217 Pueblo Dr.",NULL,"408-555-0111","2022-03-30","1-2 Miles"
19881,369,"AW00019881",NULL,"Aidan Long","1955-10-19","M","M","80000.00",3,1,"Bachelors","Licenciatura","Bac + 4","Management",1,"5800 Abbey Court",NULL,"967-555-0155","2022-03-29","1-2 Miles"
19882,374,"AW00019882",NULL,"Richard Phillips","1955-12-21","S","M","80000.00",3,1,"Bachelors","Licenciatura","Bac + 4","Management",1,"5234 Esperanza Drive",NULL,"882-555-0162","2022-07-14","5-10 Miles"
19883,385,"AW00019883",NULL,"Kevin Young","1956-04-16","M","M","80000.00",3,1,"Bachelors","Licenciatura","Bac + 4","Management",2,"7286 Norris Court",NULL,"230-555-0112","2022-10-23","5-10 Miles"
19884,66,"AW00019884",NULL,"James Simmons","1962-04-05","M","M","60000.00",2,1,"High School","Educación secundaria","Bac + 2","Professional",2,"3445 Fine Drive",NULL,"151-555-0130","2020-07-22","2-5 Miles"
19885,609,"AW00019885",NULL,"Isaac Turner","1957-03-21","S","M","60000.00",2,1,"High School","Educación secundaria","Bac + 2","Professional",2,"6169 Delacy Ave.",NULL,"827-555-0120","2022-12-29","10+ Miles"
19886,623,"AW00019886",NULL,"Marcus Butler","1957-01-29","M","M","60000.00",2,1,"High School","Educación secundaria","Bac + 2","Professional",2,"2735 Acardia Pl.",NULL,"834-555-0187","2022-04-12","10+ Miles"
19887,553,"AW00019887",NULL,"Olivia Walker","1957-06-16","M","F","60000.00",2,1,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional",1,"6389 Atherton Circle",NULL,"577-555-0116","2022-12-18","2-5 Miles"
19888,325,"AW00019888",NULL,"Carson Washington","1956-07-02","S","M","60000.00",2,1,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional",2,"3809 Lancelot Dr.",NULL,"518-555-0192","2022-07-24","10+ Miles"
19889,316,"AW00019889",NULL,"Catherine Sanders","1957-12-19","S","F","70000.00",2,1,"Partial High School","Educación secundaria (en curso)","Niveau bac","Skilled Manual",2,"65 Joseph Ave",NULL,"669-555-0129","2022-10-24","2-5 Miles"
19890,312,"AW00019890",NULL,"Lee Alvarez","1963-08-19","S","M","70000.00",2,1,"Partial High School","Educación secundaria (en curso)","Niveau bac","Skilled Manual",2,"4569 La Salle Ct.",NULL,"843-555-0135","2022-07-17","10+ Miles"
19891,616,"AW00019891",NULL,"Jennifer Morgan","1958-05-16","M","F","60000.00",2,1,"High School","Educación secundaria","Bac + 2","Professional",2,"4837 Mohr Lane",NULL,"179-555-0118","2022-04-15","2-5 Miles"
19892,358,"AW00019892",NULL,"Richard Campbell","1957-11-20","M","M","60000.00",2,1,"High School","Educación secundaria","Bac + 2","Professional",2,"1349 Steven Way",NULL,"817-555-0174","2022-04-28","2-5 Miles"
19893,627,"AW00019893",NULL,"Evan Baker","1963-02-18","S","M","60000.00",2,1,"High School","Educación secundaria","Bac + 2","Professional",2,"9896 Ida Ave",NULL,"665-555-0181","2023-01-28","10+ Miles"
19894,609,"AW00019894",NULL,"Elijah Sharma","1958-01-10","S","M","60000.00",2,1,"High School","Educación secundaria","Bac + 2","Professional",2,"8561 Hilltop Road",NULL,"783-555-0176","2022-05-30","10+ Miles"
19895,301,"AW00019895",NULL,"Ricky Jimenez","1963-02-19","M","M","60000.00",2,1,"High School","Educación secundaria","Bac + 2","Professional",2,"8211 Fremont Street",NULL,"291-555-0134","2023-01-14","10+ Miles"
19896,546,"AW00019896",NULL,"Kaitlyn Thomas","1963-02-12","M","F","60000.00",2,1,"High School","Educación secundaria","Bac + 2","Professional",2,"8914 Amador Ct.",NULL,"364-555-0125","2022-03-28","10+ Miles"
19897,361,"AW00019897",NULL,"Gabriella Nelson","1958-10-05","S","F","70000.00",4,3,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional",1,"6671 Santa Barbara",NULL,"183-555-0176","2022-11-19","10+ Miles"
19898,177,"AW00019898",NULL,"Desiree Serrano","1963-11-07","S","F","130000.00",2,3,"Bachelors","Licenciatura","Bac + 4","Management",4,"Klara Straße 844",NULL,"1 (11) 500 555-0168","2022-12-20","0-1 Miles"
19899,223,"AW00019899",NULL,"Marcus Richardson","1973-09-12","M","M","110000.00",2,4,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional",3,"33, quai de l´ Iton",NULL,"1 (11) 500 555-0140","2021-12-21","5-10 Miles"
19900,155,"AW00019900",NULL,"Zoe Richardson","1962-08-08","M","F","120000.00",2,4,"High School","Educación secundaria","Bac + 2","Professional",4,"Heideweg 1459",NULL,"1 (11) 500 555-0181","2022-08-27","5-10 Miles"
19901,178,"AW00019901",NULL,"Ronald Sara","1968-10-19","M","M","130000.00",3,4,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional",3,"Königstr 486",NULL,"1 (11) 500 555-0154","2020-12-13","5-10 Miles"
19902,208,"AW00019902",NULL,"Johnny Pal","1962-03-12","M","M","100000.00",2,3,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional",4,"67, avenue de Villiers",NULL,"1 (11) 500 555-0174","2021-12-18","5-10 Miles"
19903,184,"AW00019903",NULL,"Marcus Nelson","1962-06-03","S","M","100000.00",2,3,"High School","Educación secundaria","Bac + 2","Professional",4,"5, rue des Bouchers",NULL,"1 (11) 500 555-0181","2021-11-28","5-10 Miles"
19904,121,"AW00019904",NULL,"Jasmine Gray","1961-09-11","M","F","120000.00",3,4,"High School","Educación secundaria","Bac + 2","Professional",4,"Erftplatz 990",NULL,"1 (11) 500 555-0129","2020-12-17","5-10 Miles"
19905,275,"AW00019905",NULL,"Chelsea Fernandez","1967-10-18","S","F","170000.00",3,3,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional",4,"662 T St.",NULL,"1 (11) 500 555-0120","2022-11-01","0-1 Miles"
19906,277,"AW00019906",NULL,"Armando Muñoz","1961-10-31","M","M","170000.00",3,3,"High School","Educación secundaria","Bac + 2","Professional",4,"7072 Meadow Lane",NULL,"1 (11) 500 555-0129","2022-08-09","0-1 Miles"
19907,222,"AW00019907",NULL,"Bruce Diaz","1961-04-03","M","M","100000.00",2,3,"High School","Educación secundaria","Bac + 2","Professional",4,"461, boulevard Beau Marchais",NULL,"1 (11) 500 555-0143","2022-10-04","10+ Miles"
19908,200,"AW00019908",NULL,"Pamela Prasad","1961-01-04","S","F","100000.00",2,3,"High School","Educación secundaria","Bac + 2","Professional",4,"870, rue de Fontfroide",NULL,"1 (11) 500 555-0149","2022-12-24","10+ Miles"
19909,143,"AW00019909",NULL,"Geoffrey Chandra","1960-09-05","M","M","110000.00",3,4,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional",4,"Galeriestr 6816",NULL,"1 (11) 500 555-0158","2022-05-30","10+ Miles"
19910,162,"AW00019910",NULL,"Orlando Rubio","1960-12-01","M","M","130000.00",3,4,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional",3,"Viktoria-Luise-Platz 464",NULL,"1 (11) 500 555-0159","2021-01-16","5-10 Miles"
19911,250,"AW00019911",NULL,"Valerie Chen","1961-01-15","S","F","130000.00",3,4,"Partial College","Estudios universitarios (en curso)","Baccalauréat","Professional",3,"1739 Sun View Terr",NULL,"1 (11) 500 555-0121","2021-11-10","0-1 Miles"
19912,261,"AW00019912",NULL,"Tara Xie","1977-05-24","M","F","160000.00",2,4,"High School","Educación secundaria","Bac + 2","Professional",3,"6512 Cypress Ave",NULL,"1 (11) 500 555-0133","2021-11-17","0-1 Miles"
19913,220,"AW00019913",NULL,"Jennifer Perez","1949-12-03","M","F","70000.00",5,1,"High School","Educación secundaria","Bac + 2","Professional",2,"210, rue Maillard",NULL,"1 (11) 500 555-0187","2022-02-25","2-5 Miles"
19914,188,"AW00019914",NULL,"Willie Ma","1949-10-25","M","M","80000.00",5,0,"Bachelors","Licenciatura","Bac + 4","Management",2,"24, place de Brazaville",NULL,"1 (11) 500 555-0122","2022-06-14","2-5 Miles"
19915,149,"AW00019915",NULL,"Claudia McDonald","1950-03-20","M","F","100000.00",2,3,"Graduate Degree","Estudios de postgrado","Bac + 3","Management",4,"Altendorfer Straße 99",NULL,"1 (11) 500 555-0123","2023-01-17","2-5 Miles"
